WAFER_ID,Vf,TOUCHDOWN,PD,X_UM,Y_UM,TE_LABEL,TYPE,LDI_mA,dV/dI,dP/dI,d2V/dI2,d2P/dI2,ITH,FLAG
QCHZZ,5.042888,1,0.019356,-43119,-60416,63N07,BL LASER,20,-0.0009970000000008028,0.0032860000000000007,-8.881784197001252e-16,0.0016430000000000004,,NO LASER
QCHZZ,5.041891,1,0.019356,-43119,-60416,63N07,BL LASER,21,-0.0009969999999999146,0.0,8.881784197001252e-16,-0.0032860000000000007,,NO LASER
QCHZZ,5.040894,1,0.022642,-43119,-60416,63N07,BL LASER,22,-0.0009969999999999146,0.0032859999999999973,0.0,0.0032859999999999973,,NO LASER
QCHZZ,5.039897,1,0.019356,-43119,-60416,63N07,BL LASER,23,-0.0009969999999999146,-0.0032859999999999973,0.0,-0.0065719999999999945,,NO LASER
QCHZZ,5.0389,1,0.019356,-43119,-60416,63N07,BL LASER,24,-0.0009969999999999146,0.0,0.0,0.0032859999999999973,,NO LASER
QCHZZ,5.037903,1,0.01607,-43119,-60416,63N07,BL LASER,25,-0.0009969999999999146,-0.0032860000000000007,0.0,-0.0032860000000000007,,NO LASER
QCHZZ,5.036906,1,0.014427,-43119,-60416,63N07,BL LASER,26,-0.0009969999999999146,-0.0016430000000000004,0.0,0.0016430000000000004,,NO LASER
QCHZZ,5.035909,1,0.014427,-43119,-60416,63N07,BL LASER,27,-0.0009969999999999146,0.0,0.0,0.0016430000000000004,,NO LASER
QCHZZ,5.034912,1,0.012784,-43119,-60416,63N07,BL LASER,28,-0.0009969999999999146,-0.0016430000000000004,0.0,-0.0016430000000000004,,NO LASER
QCHZZ,5.033915,1,0.01607,-43119,-60416,63N07,BL LASER,29,-0.0009969999999999146,0.0032860000000000007,0.0,0.004929000000000001,,NO LASER
QCHZZ,5.032918,1,0.01607,-43119,-60416,63N07,BL LASER,30,-0.0009970000000008028,0.0,-8.881784197001252e-16,-0.0032860000000000007,,NO LASER
QCHZZ,5.031921,1,0.019356,-43119,-60416,63N07,BL LASER,31,-0.0009969999999999146,0.0032860000000000007,8.881784197001252e-16,0.0032860000000000007,,NO LASER
QCHZZ,5.030924,1,0.019356,-43119,-60416,63N07,BL LASER,32,-0.0009969999999999146,0.0,0.0,-0.0032860000000000007,,NO LASER
QCHZZ,5.029927,1,0.020999,-43119,-60416,63N07,BL LASER,33,-0.0009969999999999146,0.0016429999999999986,0.0,0.0016429999999999986,,NO LASER
QCHZZ,5.02893,1,0.022642,-43119,-60416,63N07,BL LASER,34,-0.0009969999999999146,0.0016429999999999986,0.0,0.0,,NO LASER
QCHZZ,5.027933,1,0.024285,-43119,-60416,63N07,BL LASER,35,-0.0009969999999999146,0.001643000000000002,0.0,3.469446951953614e-18,,NO LASER
QCHZZ,5.026936,1,0.025928,-43119,-60416,63N07,BL LASER,36,-0.0009969999999999146,0.0016429999999999986,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.025939,1,0.025928,-43119,-60416,63N07,BL LASER,37,-0.0009969999999999146,0.0,0.0,-0.0016429999999999986,,NO LASER
QCHZZ,5.024942,1,0.025928,-43119,-60416,63N07,BL LASER,38,-0.0009969999999999146,0.0,0.0,0.0,,NO LASER
QCHZZ,5.023945,1,0.024285,-43119,-60416,63N07,BL LASER,39,-0.0009969999999999146,-0.0016429999999999986,0.0,-0.0016429999999999986,,NO LASER
QCHZZ,5.022948,1,0.027571,-43119,-60416,63N07,BL LASER,40,-0.0009969999999999146,0.0032859999999999973,0.0,0.004928999999999996,,NO LASER
QCHZZ,5.021951,1,0.025928,-43119,-60416,63N07,BL LASER,41,-0.0009970000000008028,-0.0016429999999999986,-8.881784197001252e-16,-0.004928999999999996,,NO LASER
QCHZZ,5.020954,1,0.029214,-43119,-60416,63N07,BL LASER,42,-0.0009969999999999146,0.0032860000000000007,8.881784197001252e-16,0.004928999999999999,,NO LASER
QCHZZ,5.019957,1,0.027571,-43119,-60416,63N07,BL LASER,43,-0.0009969999999999146,-0.001643000000000002,0.0,-0.004929000000000003,,NO LASER
QCHZZ,5.01896,1,0.022642,-43119,-60416,63N07,BL LASER,44,-0.0009969999999999146,-0.004928999999999999,0.0,-0.0032859999999999973,,NO LASER
QCHZZ,5.017963,1,0.024285,-43119,-60416,63N07,BL LASER,45,-0.0009969999999999146,0.001643000000000002,0.0,0.0065720000000000015,,NO LASER
QCHZZ,5.016966,1,0.020999,-43119,-60416,63N07,BL LASER,46,-0.0009969999999999146,-0.0032860000000000007,0.0,-0.004929000000000003,,NO LASER
QCHZZ,5.015969,1,0.022642,-43119,-60416,63N07,BL LASER,47,-0.0009969999999999146,0.0016429999999999986,0.0,0.004928999999999999,,NO LASER
QCHZZ,5.014972,1,0.019356,-43119,-60416,63N07,BL LASER,48,-0.0009969999999999146,-0.0032859999999999973,0.0,-0.004928999999999996,,NO LASER
QCHZZ,5.013975,1,0.022642,-43119,-60416,63N07,BL LASER,49,-0.0009969999999999146,0.0032859999999999973,0.0,0.0065719999999999945,,NO LASER
QCHZZ,5.012978,1,0.022642,-43119,-60416,63N07,BL LASER,50,-0.0009969999999999146,0.0,0.0,-0.0032859999999999973,,NO LASER
QCHZZ,5.011981,1,0.020999,-43119,-60416,63N07,BL LASER,51,-0.0009970000000008028,-0.0016429999999999986,-8.881784197001252e-16,-0.0016429999999999986,,NO LASER
QCHZZ,5.010984,1,0.020999,-43119,-60416,63N07,BL LASER,52,-0.0009969999999999146,0.0,8.881784197001252e-16,0.0016429999999999986,,NO LASER
QCHZZ,5.009987,1,0.017713,-43119,-60416,63N07,BL LASER,53,-0.0009969999999999146,-0.0032860000000000007,0.0,-0.0032860000000000007,,NO LASER
QCHZZ,5.00899,1,0.014427,-43119,-60416,63N07,BL LASER,54,-0.0009969999999999146,-0.003285999999999999,0.0,1.734723475976807e-18,,NO LASER
QCHZZ,5.007993,1,0.014427,-43119,-60416,63N07,BL LASER,55,-0.0009969999999999146,0.0,0.0,0.003285999999999999,,NO LASER
QCHZZ,5.006996,1,0.01114,-43119,-60416,63N07,BL LASER,56,-0.0009969999999999146,-0.003287,0.0,-0.003287,,NO LASER
QCHZZ,5.005999,1,0.012784,-43119,-60416,63N07,BL LASER,57,-0.0009969999999999146,0.0016439999999999996,0.0,0.004931,,NO LASER
QCHZZ,5.005002,1,0.014427,-43119,-60416,63N07,BL LASER,58,-0.0009969999999999146,0.0016430000000000004,0.0,-9.999999999992654e-07,,NO LASER
QCHZZ,5.004005,1,0.01607,-43119,-60416,63N07,BL LASER,59,-0.0009969999999999146,0.0016430000000000004,0.0,0.0,,NO LASER
QCHZZ,5.003008,1,0.017713,-43119,-60416,63N07,BL LASER,60,-0.0009969999999999146,0.0016429999999999986,0.0,-1.734723475976807e-18,,NO LASER
QCHZZ,5.002011,1,0.020999,-43119,-60416,63N07,BL LASER,61,-0.0009969999999999146,0.0032860000000000007,0.0,0.001643000000000002,,NO LASER
QCHZZ,5.001014,1,0.020999,-43119,-60416,63N07,BL LASER,62,-0.0009970000000008028,0.0,-8.881784197001252e-16,-0.0032860000000000007,,NO LASER
QCHZZ,5.000017,1,0.024285,-43119,-60416,63N07,BL LASER,63,-0.0009969999999999146,0.0032860000000000007,8.881784197001252e-16,0.0032860000000000007,,NO LASER
QCHZZ,5.010148,2,0.020999,-43119,-60266,63N0A,BL LASER,1,-0.000163403225806457,5.3000000000000014e-05,-1.34451092611848e-05,5.214516129032259e-05,,NO LASER
QCHZZ,5.025694,2,0.019356,-43119,-60266,63N0A,BL LASER,2,0.015545999999999616,-0.0016429999999999986,0.015709403225806072,-0.0016959999999999987,,NO LASER
QCHZZ,5.026019,2,0.022642,-43119,-60266,63N0A,BL LASER,3,0.00032500000000013074,0.0032859999999999973,-0.015220999999999485,0.004928999999999996,,NO LASER
QCHZZ,5.025803,2,0.022642,-43119,-60266,63N0A,BL LASER,4,-0.00021599999999999397,0.0,-0.0005410000000001247,-0.0032859999999999973,,NO LASER
QCHZZ,5.029373,2,0.024285,-43119,-60266,63N0A,BL LASER,5,0.003569999999999851,0.001643000000000002,0.003785999999999845,0.001643000000000002,,NO LASER
QCHZZ,5.037076,2,0.025928,-43119,-60266,63N0A,BL LASER,6,0.0077030000000002374,0.0016429999999999986,0.004133000000000386,-3.469446951953614e-18,,NO LASER
QCHZZ,5.047059,2,0.025928,-43119,-60266,63N0A,BL LASER,7,0.009983000000000075,0.0,0.0022799999999998377,-0.0016429999999999986,,NO LASER
QCHZZ,5.047191,2,0.024285,-43119,-60266,63N0A,BL LASER,8,0.00013199999999979894,-0.0016429999999999986,-0.009851000000000276,-0.0016429999999999986,,NO LASER
QCHZZ,5.04937,2,0.020999,-43119,-60266,63N0A,BL LASER,9,0.002178999999999931,-0.0032860000000000007,0.002047000000000132,-0.001643000000000002,,NO LASER
QCHZZ,5.050738,2,0.017713,-43119,-60266,63N0A,BL LASER,10,0.001368000000000258,-0.0032860000000000007,-0.0008109999999996731,0.0,,NO LASER
QCHZZ,5.050985,2,0.01607,-43119,-60266,63N0A,BL LASER,11,0.0002469999999998862,-0.0016429999999999986,-0.0011210000000003717,0.001643000000000002,,NO LASER
QCHZZ,5.050306,2,0.014427,-43119,-60266,63N0A,BL LASER,12,-0.0006789999999998741,-0.0016430000000000004,-0.0009259999999997603,-1.734723475976807e-18,,NO LASER
QCHZZ,5.049588,2,0.01114,-43119,-60266,63N0A,BL LASER,13,-0.0007179999999999964,-0.003287,-3.900000000012227e-05,-0.0016439999999999996,,NO LASER
QCHZZ,5.04856,2,0.012784,-43119,-60266,63N0A,BL LASER,14,-0.0010279999999998068,0.0016439999999999996,-0.00030999999999981043,0.004931,,NO LASER
QCHZZ,5.047687,2,0.012784,-43119,-60266,63N0A,BL LASER,15,-0.0008730000000003457,0.0,0.00015499999999946112,-0.0016439999999999996,,NO LASER
QCHZZ,5.046699,2,0.01114,-43119,-60266,63N0A,BL LASER,16,-0.0009879999999995448,-0.0016439999999999996,-0.00011499999999919908,-0.0016439999999999996,,NO LASER
QCHZZ,5.045633,2,0.012784,-43119,-60266,63N0A,BL LASER,17,-0.0010660000000006775,0.0016439999999999996,-7.800000000113272e-05,0.0032879999999999993,,NO LASER
QCHZZ,5.044567,2,0.01607,-43119,-60266,63N0A,BL LASER,18,-0.0010659999999997893,0.0032860000000000007,8.881784197001252e-16,0.001642000000000001,,NO LASER
QCHZZ,5.043501,2,0.01607,-43119,-60266,63N0A,BL LASER,19,-0.0010659999999997893,0.0,0.0,-0.0032860000000000007,,NO LASER
QCHZZ,5.042435,2,0.019356,-43119,-60266,63N0A,BL LASER,20,-0.0010659999999997893,0.0032860000000000007,0.0,0.0032860000000000007,,NO LASER
QCHZZ,5.041369,2,0.022642,-43119,-60266,63N0A,BL LASER,21,-0.0010659999999997893,0.0032859999999999973,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.040303,2,0.020999,-43119,-60266,63N0A,BL LASER,22,-0.0010660000000006775,-0.0016429999999999986,-8.881784197001252e-16,-0.004928999999999996,,NO LASER
QCHZZ,5.039237,2,0.019356,-43119,-60266,63N0A,BL LASER,23,-0.0010659999999997893,-0.0016429999999999986,8.881784197001252e-16,0.0,,NO LASER
QCHZZ,5.038171,2,0.017713,-43119,-60266,63N0A,BL LASER,24,-0.0010659999999997893,-0.001643000000000002,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.037105,2,0.017713,-43119,-60266,63N0A,BL LASER,25,-0.0010659999999997893,0.0,0.0,0.001643000000000002,,NO LASER
QCHZZ,5.036039,2,0.014427,-43119,-60266,63N0A,BL LASER,26,-0.0010660000000006775,-0.003285999999999999,-8.881784197001252e-16,-0.003285999999999999,,NO LASER
QCHZZ,5.034973,2,0.014427,-43119,-60266,63N0A,BL LASER,27,-0.0010659999999997893,0.0,8.881784197001252e-16,0.003285999999999999,,NO LASER
QCHZZ,5.033907,2,0.012784,-43119,-60266,63N0A,BL LASER,28,-0.0010659999999997893,-0.0016430000000000004,0.0,-0.0016430000000000004,,NO LASER
QCHZZ,5.032841,2,0.012784,-43119,-60266,63N0A,BL LASER,29,-0.0010659999999997893,0.0,0.0,0.0016430000000000004,,NO LASER
QCHZZ,5.031775,2,0.014427,-43119,-60266,63N0A,BL LASER,30,-0.0010660000000006775,0.0016430000000000004,-8.881784197001252e-16,0.0016430000000000004,,NO LASER
QCHZZ,5.030709,2,0.019356,-43119,-60266,63N0A,BL LASER,31,-0.0010659999999997893,0.004929000000000001,8.881784197001252e-16,0.0032860000000000007,,NO LASER
QCHZZ,5.029643,2,0.019356,-43119,-60266,63N0A,BL LASER,32,-0.0010659999999997893,0.0,0.0,-0.004929000000000001,,NO LASER
QCHZZ,5.028577,2,0.020999,-43119,-60266,63N0A,BL LASER,33,-0.0010659999999997893,0.0016429999999999986,0.0,0.0016429999999999986,,NO LASER
QCHZZ,5.027511,2,0.022642,-43119,-60266,63N0A,BL LASER,34,-0.0010660000000006775,0.0016429999999999986,-8.881784197001252e-16,0.0,,NO LASER
QCHZZ,5.026445,2,0.024285,-43119,-60266,63N0A,BL LASER,35,-0.0010659999999997893,0.001643000000000002,8.881784197001252e-16,3.469446951953614e-18,,NO LASER
QCHZZ,5.025379,2,0.025928,-43119,-60266,63N0A,BL LASER,36,-0.0010659999999997893,0.0016429999999999986,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.024313,2,0.025928,-43119,-60266,63N0A,BL LASER,37,-0.0010659999999997893,0.0,0.0,-0.0016429999999999986,,NO LASER
QCHZZ,5.023247,2,0.025928,-43119,-60266,63N0A,BL LASER,38,-0.0010660000000006775,0.0,-8.881784197001252e-16,0.0,,NO LASER
QCHZZ,5.022181,2,0.027571,-43119,-60266,63N0A,BL LASER,39,-0.0010659999999997893,0.0016429999999999986,8.881784197001252e-16,0.0016429999999999986,,NO LASER
QCHZZ,5.021115,2,0.029214,-43119,-60266,63N0A,BL LASER,40,-0.0010659999999997893,0.001643000000000002,0.0,3.469446951953614e-18,,NO LASER
QCHZZ,5.020049,2,0.029214,-43119,-60266,63N0A,BL LASER,41,-0.0010659999999997893,0.0,0.0,-0.001643000000000002,,NO LASER
QCHZZ,5.018983,2,0.027571,-43119,-60266,63N0A,BL LASER,42,-0.0010659999999997893,-0.001643000000000002,0.0,-0.001643000000000002,,NO LASER
QCHZZ,5.017917,2,0.025928,-43119,-60266,63N0A,BL LASER,43,-0.0010660000000006775,-0.0016429999999999986,-8.881784197001252e-16,3.469446951953614e-18,,NO LASER
QCHZZ,5.016851,2,0.024285,-43119,-60266,63N0A,BL LASER,44,-0.0010659999999997893,-0.0016429999999999986,8.881784197001252e-16,0.0,,NO LASER
QCHZZ,5.015785,2,0.022642,-43119,-60266,63N0A,BL LASER,45,-0.0010659999999997893,-0.001643000000000002,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.014719,2,0.024285,-43119,-60266,63N0A,BL LASER,46,-0.0010659999999997893,0.001643000000000002,0.0,0.003286000000000004,,NO LASER
QCHZZ,5.013653,2,0.022642,-43119,-60266,63N0A,BL LASER,47,-0.0010660000000006775,-0.001643000000000002,-8.881784197001252e-16,-0.003286000000000004,,NO LASER
QCHZZ,5.012587,2,0.020999,-43119,-60266,63N0A,BL LASER,48,-0.0010659999999997893,-0.0016429999999999986,8.881784197001252e-16,3.469446951953614e-18,,NO LASER
QCHZZ,5.011521,2,0.020999,-43119,-60266,63N0A,BL LASER,49,-0.0010659999999997893,0.0,0.0,0.0016429999999999986,,NO LASER
QCHZZ,5.010455,2,0.019356,-43119,-60266,63N0A,BL LASER,50,-0.0010659999999997893,-0.0016429999999999986,0.0,-0.0016429999999999986,,NO LASER
QCHZZ,5.009389,2,0.022642,-43119,-60266,63N0A,BL LASER,51,-0.0010660000000006775,0.0032859999999999973,-8.881784197001252e-16,0.004928999999999996,,NO LASER
QCHZZ,5.008323,2,0.020999,-43119,-60266,63N0A,BL LASER,52,-0.0010659999999997893,-0.0016429999999999986,8.881784197001252e-16,-0.004928999999999996,,NO LASER
QCHZZ,5.007257,2,0.017713,-43119,-60266,63N0A,BL LASER,53,-0.0010659999999997893,-0.0032860000000000007,0.0,-0.001643000000000002,,NO LASER
QCHZZ,5.006191,2,0.014427,-43119,-60266,63N0A,BL LASER,54,-0.0010659999999997893,-0.003285999999999999,0.0,1.734723475976807e-18,,NO LASER
QCHZZ,5.005125,2,0.014427,-43119,-60266,63N0A,BL LASER,55,-0.0010660000000006775,0.0,-8.881784197001252e-16,0.003285999999999999,,NO LASER
QCHZZ,5.004059,2,0.012784,-43119,-60266,63N0A,BL LASER,56,-0.0010659999999997893,-0.0016430000000000004,8.881784197001252e-16,-0.0016430000000000004,,NO LASER
QCHZZ,5.002993,2,0.014427,-43119,-60266,63N0A,BL LASER,57,-0.0010659999999997893,0.0016430000000000004,0.0,0.0032860000000000007,,NO LASER
QCHZZ,5.001927,2,0.017713,-43119,-60266,63N0A,BL LASER,58,-0.0010659999999997893,0.003285999999999999,0.0,0.0016429999999999986,,NO LASER
QCHZZ,5.000861,2,0.01607,-43119,-60266,63N0A,BL LASER,59,-0.0010660000000006775,-0.0016429999999999986,-8.881784197001252e-16,-0.004928999999999998,,NO LASER
QCHZZ,4.999795,2,0.019356,-43119,-60266,63N0A,BL LASER,60,-0.0010659999999997893,0.0032860000000000007,8.881784197001252e-16,0.004928999999999999,,NO LASER
QCHZZ,4.998729,2,0.019356,-43119,-60266,63N0A,BL LASER,61,-0.0010659999999997893,0.0,0.0,-0.0032860000000000007,,NO LASER
QCHZZ,4.997663,2,0.020999,-43119,-60266,63N0A,BL LASER,62,-0.0010659999999997893,0.0016429999999999986,0.0,0.0016429999999999986,,NO LASER
QCHZZ,4.996597,2,0.020999,-43119,-60266,63N0A,BL LASER,63,-0.0010659999999997893,0.0,0.0,-0.0016429999999999986,,NO LASER
QCHZZ,5.05899,3,0.017713,-43119,-60116,63N0D,BL LASER,1,-0.0010063387096774074,5.3000000000000014e-05,-9.622788761674505e-07,-8.548387096774195e-07,,NO LASER
QCHZZ,5.036415,3,0.019356,-43119,-60116,63N0D,BL LASER,2,-0.02257499999999979,0.001643000000000002,-0.021568661290322384,0.001590000000000002,,NO LASER
QCHZZ,5.056341,3,0.022642,-43119,-60116,63N0D,BL LASER,3,0.019925999999999888,0.0032859999999999973,0.04250099999999968,0.0016429999999999952,,NO LASER
QCHZZ,5.054612,3,0.024285,-43119,-60116,63N0D,BL LASER,4,-0.0017290000000000916,0.001643000000000002,-0.02165499999999998,-0.0016429999999999952,,NO LASER
QCHZZ,5.054542,3,0.024285,-43119,-60116,63N0D,BL LASER,5,-7.00000000000145e-05,0.0,0.001659000000000077,-0.001643000000000002,,NO LASER
QCHZZ,5.05343,3,0.024285,-43119,-60116,63N0D,BL LASER,6,-0.0011120000000000019,0.0,-0.0010419999999999874,0.0,,NO LASER
QCHZZ,5.052318,3,0.027571,-43119,-60116,63N0D,BL LASER,7,-0.0011120000000000019,0.0032859999999999973,0.0,0.0032859999999999973,,NO LASER
QCHZZ,5.051206,3,0.022642,-43119,-60116,63N0D,BL LASER,8,-0.0011120000000000019,-0.004928999999999999,0.0,-0.008214999999999997,,NO LASER
QCHZZ,5.050094,3,0.019356,-43119,-60116,63N0D,BL LASER,9,-0.0011120000000000019,-0.0032859999999999973,0.0,0.001643000000000002,,NO LASER
QCHZZ,5.048982,3,0.01607,-43119,-60116,63N0D,BL LASER,10,-0.0011120000000000019,-0.0032860000000000007,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.04787,3,0.01607,-43119,-60116,63N0D,BL LASER,11,-0.0011120000000000019,0.0,0.0,0.0032860000000000007,,NO LASER
QCHZZ,5.046758,3,0.014427,-43119,-60116,63N0D,BL LASER,12,-0.0011120000000000019,-0.0016430000000000004,0.0,-0.0016430000000000004,,NO LASER
QCHZZ,5.045646,3,0.012784,-43119,-60116,63N0D,BL LASER,13,-0.0011120000000000019,-0.0016430000000000004,0.0,0.0,,NO LASER
QCHZZ,5.044534,3,0.01114,-43119,-60116,63N0D,BL LASER,14,-0.0011120000000000019,-0.0016439999999999996,0.0,-9.999999999992654e-07,,NO LASER
QCHZZ,5.043422,3,0.01114,-43119,-60116,63N0D,BL LASER,15,-0.0011120000000000019,0.0,0.0,0.0016439999999999996,,NO LASER
QCHZZ,5.04231,3,0.009497,-43119,-60116,63N0D,BL LASER,16,-0.0011120000000000019,-0.0016430000000000004,0.0,-0.0016430000000000004,,NO LASER
QCHZZ,5.041198,3,0.014427,-43119,-60116,63N0D,BL LASER,17,-0.0011120000000000019,0.00493,0.0,0.006573000000000001,,NO LASER
QCHZZ,5.040086,3,0.01607,-43119,-60116,63N0D,BL LASER,18,-0.0011120000000000019,0.0016430000000000004,0.0,-0.003287,,NO LASER
QCHZZ,5.038974,3,0.01607,-43119,-60116,63N0D,BL LASER,19,-0.0011120000000000019,0.0,0.0,-0.0016430000000000004,,NO LASER
QCHZZ,5.037862,3,0.017713,-43119,-60116,63N0D,BL LASER,20,-0.0011120000000000019,0.0016429999999999986,0.0,0.0016429999999999986,,NO LASER
QCHZZ,5.03675,3,0.019356,-43119,-60116,63N0D,BL LASER,21,-0.0011120000000000019,0.001643000000000002,0.0,3.469446951953614e-18,,NO LASER
QCHZZ,5.035638,3,0.020999,-43119,-60116,63N0D,BL LASER,22,-0.0011120000000000019,0.0016429999999999986,0.0,-3.469446951953614e-18,,NO LASER
QCHZZ,5.034526,3,0.017713,-43119,-60116,63N0D,BL LASER,23,-0.0011120000000000019,-0.0032860000000000007,0.0,-0.004928999999999999,,NO LASER
QCHZZ,5.033414,3,0.01607,-43119,-60116,63N0D,BL LASER,24,-0.0011120000000000019,-0.0016429999999999986,0.0,0.001643000000000002,,NO LASER
QCHZZ,5.032302,3,0.01607,-43119,-60116,63N0D,BL LASER,25,-0.0011120000000000019,0.0,0.0,0.0016429999999999986,,NO LASER
QCHZZ,5.03119,3,0.014427,-43119,-60116,63N0D,BL LASER,26,-0.0011120000000000019,-0.0016430000000000004,0.0,-0.0016430000000000004,,NO LASER
QCHZZ,5.030078,3,0.014427,-43119,-60116,63N0D,BL LASER,27,-0.0011120000000000019,0.0,0.0,0.0016430000000000004,,NO LASER
QCHZZ,5.028966,3,0.014427,-43119,-60116,63N0D,BL LASER,28,-0.0011120000000000019,0.0,0.0,0.0,,NO LASER
QCHZZ,5.027854,3,0.014427,-43119,-60116,63N0D,BL LASER,29,-0.0011120000000000019,0.0,0.0,0.0,,NO LASER
QCHZZ,5.026742,3,0.01607,-43119,-60116,63N0D,BL LASER,30,-0.0011120000000000019,0.0016430000000000004,0.0,0.0016430000000000004,,NO LASER
QCHZZ,5.02563,3,0.017713,-43119,-60116,63N0D,BL LASER,31,-0.0011120000000000019,0.0016429999999999986,0.0,-1.734723475976807e-18,,NO LASER
QCHZZ,5.024518,3,0.019356,-43119,-60116,63N0D,BL LASER,32,-0.0011120000000000019,0.001643000000000002,0.0,3.469446951953614e-18,,NO LASER
QCHZZ,5.023406,3,0.022642,-43119,-60116,63N0D,BL LASER,33,-0.0011120000000000019,0.0032859999999999973,0.0,0.0016429999999999952,,NO LASER
QCHZZ,5.022294,3,0.022642,-43119,-60116,63N0D,BL LASER,34,-0.0011120000000000019,0.0,0.0,-0.0032859999999999973,,NO LASER
QCHZZ,5.021182,3,0.022642,-43119,-60116,63N0D,BL LASER,35,-0.0011120000000000019,0.0,0.0,0.0,,NO LASER
QCHZZ,5.02007,3,0.022642,-43119,-60116,63N0D,BL LASER,36,-0.0011120000000000019,0.0,0.0,0.0,,NO LASER
QCHZZ,5.018958,3,0.025928,-43119,-60116,63N0D,BL LASER,37,-0.0011120000000000019,0.0032860000000000007,0.0,0.0032860000000000007,,NO LASER
QCHZZ,5.017846,3,0.024285,-43119,-60116,63N0D,BL LASER,38,-0.0011120000000000019,-0.0016429999999999986,0.0,-0.004928999999999999,,NO LASER
QCHZZ,5.016734,3,0.027571,-43119,-60116,63N0D,BL LASER,39,-0.0011120000000000019,0.0032859999999999973,0.0,0.004928999999999996,,NO LASER
QCHZZ,5.015622,3,0.029214,-43119,-60116,63N0D,BL LASER,40,-0.0011120000000000019,0.001643000000000002,0.0,-0.0016429999999999952,,NO LASER
QCHZZ,5.01451,3,0.029214,-43119,-60116,63N0D,BL LASER,41,-0.0011120000000000019,0.0,0.0,-0.001643000000000002,,NO LASER
QCHZZ,5.013398,3,0.027571,-43119,-60116,63N0D,BL LASER,42,-0.0011120000000000019,-0.001643000000000002,0.0,-0.001643000000000002,,NO LASER
